LPERMNO,fyear,prcc_f,ajex,adjust_prccf,prcc_pcchg
79689,2008,0.89,0.04,0.0356,-0.834572491
79689,2009,1.36,0.04,0.0544,0.528089888
79689,2010,1.76,0.04,0.0704,0.294117647
79689,2011,1.84,0.04,0.0736,0.045454545
79689,2012,1.07,0.04,0.0428,-0.418478261
79689,2018,14.85,1,14.85,
79689,2019,14.65,1,14.65,-0.013468013
79765,2006,7.37,1,7.37,
79765,2007,7.31,1,7.31,-0.008141113
79765,2008,5.22,1,5.22,-0.285909713
79769,2006,11.77,1,11.77,
79769,2007,11.27,1,11.27,-0.042480884
79769,2008,10.3,1,10.3,-0.08606921
79769,2009,10.23,1,10.23,-0.006796117
79769,2010,12.55,1,12.55,0.226783969
79769,2011,12.19,1,12.19,-0.028685259
79769,2012,13.63,1,13.63,0.118129614
79769,2013,10.61,1,10.61,-0.221570066
79769,2014,11.07,1,11.07,0.043355325
79769,2015,8.28,1,8.28,-0.25203252
79770,2006,22.42,1,22.42,
79770,2007,14.54,1,14.54,-0.3514719
79770,2008,5,1,5,-0.656121045
79770,2009,6.08,1,6.08,0.216
79770,2010,7.95,1,7.95,0.307565789
79770,2011,7.49,1,7.49,-0.057861635
79770,2012,10.45,1,10.45,0.395193591
79770,2013,10.21,1,10.21,-0.022966507
79770,2014,10.98,1,10.98,0.075416259
79770,2015,8,1,8,-0.27140255
79770,2016,10.8,1,10.8,0.35
79770,2017,9.65,1,9.65,-0.106481481
79770,2018,8.21,1,8.21,-0.149222798
79770,2019,10.62,1,10.62,0.293544458
79770,2020,10.62,1,10.62,0
79770,2021,15.62,1,15.62,0.470809793
79740,2006,54.87,1,54.87,
79740,2007,9.8,1,9.8,-0.821396027
79740,2008,0.38,1,0.38,-0.96122449
79734,2006,15.94,1,15.94,
79734,2007,9.98,1,9.98,-0.373902133
79734,2008,3.87,1,3.87,-0.612224449
79734,2009,2.3,1,2.3,-0.405684755
79734,2010,3.04,1,3.04,0.32173913
79734,2011,2.26,1,2.26,-0.256578947
79734,2012,2.64,1,2.64,0.168141593
79734,2013,3.4255,1,3.4255,0.297537879
79734,2014,4.5,1,4.5,0.313676835
79734,2015,4.2,1,4.2,-0.066666667
79734,2016,7.15,1,7.15,0.702380952
79734,2017,9.34,1,9.34,0.306293706
79734,2018,7.31,1,7.31,-0.217344754
79734,2019,5.01,1,5.01,-0.314637483
79734,2020,6.93,1,6.93,0.383233533
79393,2006,1.85,0.0001,0.000185,
79393,2007,0.51,0.0001,5.10E-05,-0.724324324
79704,2006,0.34,1,0.34,
79704,2007,0.19,1,0.19,-0.441176471
79721,2006,1.24,0.0667,0.082708,
79721,2007,0.42,0.0667,0.028014,-0.661290323
79721,2008,0.55,1,0.55,18.63304062
79777,2006,43.35,1,43.35,
79777,2007,23.91,1,23.91,-0.448442907
79777,2008,6.5,1,6.5,-0.728147219
79777,2009,9.67,1,9.67,0.487692308
79777,2010,17.5,1,17.5,0.809720786
79777,2011,15.7,1,15.7,-0.102857143
79777,2012,21.21,1,21.21,0.350955414
79777,2013,17.96,1,17.96,-0.153229609
79777,2014,19.42,1,19.42,0.081291759
79777,2015,12.37,1,12.37,-0.363027806
79777,2016,11.5,1,11.5,-0.070331447
79777,2017,5.66,1,5.66,-0.507826087
79777,2018,1.92,1,1.92,-0.660777385
79777,2019,1.05,1,1.05,-0.453125
79683,2006,3.22,1,3.22,
79683,2007,3.05,1,3.05,-0.052795031
79702,2006,2,0.1,0.2,
79702,2007,1.98,0.1,0.198,-0.01
79702,2008,0.1897,0.1,0.01897,-0.904191919
79702,2009,0.25,0.1,0.025,0.317870322
79702,2010,0.18,0.1,0.018,-0.28
79702,2011,1.28,1,1.28,70.11111111
79702,2012,0.5,1,0.5,-0.609375
79702,2013,0.62,1,0.62,0.24
79702,2014,0.99,1,0.99,0.596774194
79702,2015,0.89,1,0.89,-0.101010101
79702,2016,0.4414,1,0.4414,-0.504044944
79702,2017,0.43,1,0.43,-0.025826914
79702,2018,0.9698,1,0.9698,1.255348837
79702,2019,1.16,1,1.16,0.196122912
79702,2020,0.512,1,0.512,-0.55862069
79702,2021,0.61,1,0.61,0.19140625
79730,2006,71.03,1,71.03,
79730,2007,82.53,1,82.53,0.161903421
79730,2008,71.27,1,71.27,-0.136435236
79730,2009,74.66,1,74.66,0.047565596
79730,2010,80.35,1,80.35,0.076212162
79730,2011,64.21,1,64.21,-0.200871189
79730,2012,80.49,1,80.49,0.253543062
79730,2013,105.43,1,105.43,0.309852156
79730,2014,114.13,1,114.13,0.082519207
79730,2015,139.74,1,139.74,0.224393236
79782,2006,78.17,1,78.17,
79782,2007,64.49,1,64.49,-0.175003198
79782,2008,46.7,1,46.7,-0.275856722
79782,2009,35.06,1,35.06,-0.249250535
79782,2010,42.24,1,42.24,0.204791786
79782,2011,37.62,1,37.62,-0.109375
79782,2012,47.12,1,47.12,0.252525253
79782,2013,46.3,1,46.3,-0.017402377
79782,2014,63.78,1,63.78,0.377537797
79782,2015,68.12,1,68.12,0.06804641
79782,2016,68.95,1,68.95,0.012184381
79782,2017,69.18,1,69.18,0.003335751
79782,2018,58.68,1,58.68,-0.151777971
79782,2019,63.09,1,63.09,0.075153374
79782,2020,45.59,1,45.59,-0.277381518
79782,2021,75.35,1,75.35,0.652774731
79824,2006,41.86,6,251.16,
79824,2007,37.65,6,225.9,-0.10057334
79824,2008,55.21,6,331.26,0.466401062
79824,2009,54.23,6,325.38,-0.017750408
79824,2010,51.25,6,307.5,-0.054951134
79824,2011,33.43,4,133.72,-0.565138211
79824,2012,39.01,4,156.04,0.166915944
79824,2013,66.11,4,264.44,0.694693668
79824,2014,29.88,2,59.76,-0.774013009
79824,2015,30.17,2,60.34,0.009705489
79824,2016,45.2,2,90.4,0.498176997
79824,2017,45.05,2,90.1,-0.003318584
79824,2018,57.69,2,115.38,0.280577137
79824,2019,35.1,1,35.1,-0.695787832
79824,2020,36.175,1,36.175,0.030626781
79824,2021,50.84,1,50.84,0.405390463
79857,2006,23.23,1,23.23,
79857,2007,19.52,1,19.52,-0.159707275
79857,2008,11.51,1,11.51,-0.410348361
79857,2009,15.35,1,15.35,0.333622937
79857,2010,21.55,1,21.55,0.403908795
79857,2011,19.98,1,19.98,-0.072853828
79857,2012,18.63,1,18.63,-0.067567568
79857,2013,25.32,1,25.32,0.359098229
79857,2014,16.59,1,16.59,-0.34478673
79857,2015,15.08,1,15.08,-0.091018686
79857,2016,26.92,1,26.92,0.785145889
79857,2017,23.01,1,23.01,-0.145245171
79857,2018,10.35,1,10.35,-0.550195567
79857,2019,10.5,1,10.5,0.014492754
79857,2020,5.26,1,5.26,-0.499047619
79857,2021,8.45,1,8.45,0.606463878
79828,2006,24.75,1,24.75,
79828,2007,13.9,1,13.9,-0.438383838
79828,2008,1.65,1,1.65,-0.881294964
79828,2009,0.4,1,0.4,-0.757575758
16568,2017,9.76,1,9.76,
79906,2006,5.84,1,5.84,
79906,2007,10.05,1,10.05,0.720890411
79906,2008,3.79,1,3.79,-0.622885572
79906,2009,9.11,1,9.11,1.403693931
79906,2010,16.56,1,16.56,0.817782656
79906,2011,15.01,1,15.01,-0.093599034
79906,2012,16.61,1,16.61,0.106595603
79906,2013,50.63,1,50.63,2.048163757
79906,2014,73.11,1,73.11,0.44400553
79906,2015,108.45,1,108.45,0.483381206
79906,2016,100.27,1,100.27,-0.075426464
79906,2017,94.71,1,94.71,-0.055450284
79906,2018,63.59,1,63.59,-0.328581987
79906,2019,87.32,1,87.32,0.373171882
79906,2020,86.98,1,86.98,-0.003893724
79906,2021,73.4,1,73.4,-0.156127845
79790,2006,8.67,0.0667,0.578289,
79790,2007,3.41,0.0667,0.227447,-0.606689735
79790,2008,1.09,0.0667,0.072703,-0.680351906
79790,2009,2.11,0.0667,0.140737,0.935779817
79790,2010,1.03,0.0667,0.068701,-0.511848341
79790,2011,1.5,0.2,0.3,3.366748665
79790,2012,2.2,0.2,0.44,0.466666667
79790,2013,4.84,0.2,0.968,1.2
79790,2014,7.76,0.2,1.552,0.603305785
79790,2015,18,1,18,10.59793814
79790,2016,22.75,1,22.75,0.263888889
79790,2017,27,1,27,0.186813187
79790,2018,10.13,1,10.13,-0.624814815
79862,2006,23.51,1,23.51,
79862,2007,15.42,1,15.42,-0.34410889
79862,2008,11.94,1,11.94,-0.225680934
79862,2009,15.73,1,15.73,0.317420436
79862,2010,13.57,1,13.57,-0.137317228
79862,2011,13.96,1,13.96,0.028739867
79862,2012,15.95,1,15.95,0.142550143
79862,2013,18.59,1,18.59,0.165517241
79862,2014,16.26,1,16.26,-0.125336202
79862,2015,25.44,1,25.44,0.564575646
79862,2016,41.65,1,41.65,0.637185535
79862,2017,33,1,33,-0.207683073
79862,2018,35.59,1,35.59,0.078484848
79862,2019,50.44,1,50.44,0.417252037
79862,2020,71.94,1,71.94,0.426249009
79862,2021,66.68,1,66.68,-0.073116486
79839,2006,51.84,1,51.84,
79839,2007,95.97,1,95.97,0.851273148
79839,2008,63.74,1,63.74,-0.335834115
79839,2009,67.57,1,67.57,0.060087857
79839,2010,55.45,1,55.45,-0.179369543
79839,2011,35.77,1,35.77,-0.354914337
79839,2012,44.55,1,44.55,0.245457087
79839,2013,41.43,1,41.43,-0.07003367
79839,2014,42.29,1,42.29,0.020757905
79839,2015,36.18,1,36.18,-0.1444786
79839,2016,62.85,1,62.85,0.737147595
79839,2017,68.2,1,68.2,0.085123309
79839,2018,47.29,1,47.29,-0.30659824
79839,2019,83.95,1,83.95,0.775216748
79839,2020,95.9,1,95.9,0.142346635
79839,2021,68.52,1,68.52,-0.285505735
91135,2006,22.28,1,22.28,
91135,2007,19,1,19,-0.147217235
91135,2008,14.65,1,14.65,-0.228947368
91135,2009,29.7,1,29.7,1.027303754
91135,2010,46.61,1,46.61,0.569360269
91135,2011,56.97,1,56.97,0.222269899
91135,2012,42.87,1,42.87,-0.247498684
91135,2013,41.64,1,41.64,-0.028691393
91135,2014,19.32,1,19.32,-0.536023055
91135,2015,4.48,1,4.48,-0.768115942
91135,2016,6.56,1,6.56,0.464285714
91135,2017,3.77,1,3.77,-0.425304878
91135,2018,2.41,1,2.41,-0.360742706
91135,2019,1.87,1,1.87,-0.22406639
91135,2020,0.69,1,0.69,-0.631016043
16519,2016,14.6,1,14.6,
16519,2017,18.41,1,18.41,0.260958904
16519,2018,14.11,1,14.11,-0.233568713
79795,2006,30.74,1,30.74,
79795,2007,27.54,1,27.54,-0.104098894
79795,2008,8.64,1,8.64,-0.68627451
79795,2009,15.23,1,15.23,0.762731481
79795,2010,15.63,1,15.63,0.026263953
79795,2011,17.29,1,17.29,0.106206014
79795,2012,26.24,1,26.24,0.517640254
79881,2006,24.4,1,24.4,
79881,2007,29,1,29,0.18852459
79881,2008,15.58,1,15.58,-0.462758621
79881,2009,31.57,1,31.57,1.026315789
79881,2010,33.82,1,33.82,0.071270193
79881,2011,26.5,1,26.5,-0.216439976
79881,2012,42.8,1,42.8,0.61509434
79881,2013,35.82,1,35.82,-0.163084112
79881,2014,34.86,1,34.86,-0.02680067
79881,2015,22.88,1,22.88,-0.343660356
79881,2016,26.54,1,26.54,0.159965035
79881,2017,34.11,1,34.11,0.285229842
79881,2018,32.3,1,32.3,-0.053063618
79881,2019,25.6,1,25.6,-0.207430341
79881,2020,27.43,1,27.43,0.071484375
79881,2021,28.72,1,28.72,0.047028801
79791,2006,11.16,1,11.16,
79791,2007,6.44,1,6.44,-0.422939068
79791,2008,1.02,1,1.02,-0.841614907
79791,2009,2.69,1,2.69,1.637254902
79791,2010,2.44,1,2.44,-0.092936803
79791,2011,2.53,1,2.53,0.036885246
79791,2012,2.84,1,2.84,0.122529644
79791,2013,5.21,1,5.21,0.834507042
79791,2014,5.05,1,5.05,-0.030710173
79791,2015,7.78,1,7.78,0.540594059
79791,2016,8.23,1,8.23,0.057840617
79791,2017,9.13,1,9.13,0.109356015
79791,2018,7.39,1,7.39,-0.190580504
79791,2019,7.92,1,7.92,0.071718539
79791,2020,6.39,1,6.39,-0.193181818
16696,2017,28.84,1,28.84,
16696,2018,21.5,1,21.5,-0.254507628
16696,2019,12.22,1,12.22,-0.431627907
16696,2020,11.3,1,11.3,-0.075286416
16696,2021,16.09,1,16.09,0.423893805
79878,2006,46.62,3,139.86,
79878,2007,29.46,3,88.38,-0.368082368
79878,2008,26.91,3,80.73,-0.086558045
79878,2009,36.81,3,110.43,0.367892977
79878,2010,38.9,3,116.7,0.056778049
79878,2011,30.87,3,92.61,-0.206426735
79878,2012,38.04,3,114.12,0.232264334
79878,2013,52.14,3,156.42,0.370662461
79878,2014,53.2,3,159.6,0.020329881
79878,2015,68.37,3,205.11,0.285150376
79878,2016,102.18,3,306.54,0.494515138
79878,2017,37.62,1,37.62,-0.877275396
79878,2018,25.96,1,25.96,-0.30994152
79878,2019,47.7,1,47.7,0.837442219
79878,2020,55.55,1,55.55,0.164570231
79878,2021,92.01,1,92.01,0.656345635
79893,2006,13.74,1,13.74,
79893,2007,9.44,1,9.44,-0.312954876
79893,2008,9.13,1,9.13,-0.032838983
79893,2009,11.27,1,11.27,0.234392114
79893,2010,15.29,1,15.29,0.356699201
79893,2011,15.95,1,15.95,0.043165468
79893,2012,16.12,1,16.12,0.010658307
79893,2013,16.05,1,16.05,-0.004342432
79893,2014,23.21,1,23.21,0.446105919
79802,2006,4.2,1,4.2,
79802,2007,2.9,1,2.9,-0.30952381
79802,2008,1,1,1,-0.655172414
79802,2009,1.4,1,1.4,0.4
79802,2010,1.64,1,1.64,0.171428571
79802,2011,1.27,1,1.27,-0.225609756
79802,2012,1.35,1,1.35,0.062992126
79802,2013,1.3998,1,1.3998,0.036888889
79846,2006,2.56,1,2.56,
79846,2007,2.03,1,2.03,-0.20703125
79846,2008,0.7999,1,0.7999,-0.605960591
79846,2009,1.14,1,1.14,0.425178147
79915,2006,45.95,1,45.95,
79915,2007,52.7,1,52.7,0.146898803
79915,2008,19.75,1,19.75,-0.625237192
79915,2009,48.23,1,48.23,1.442025316
79915,2010,72.11,1,72.11,0.495127514
79915,2011,37.73,1,37.73,-0.476771599
79915,2012,26.78,1,26.78,-0.290219984
79915,2013,24.63,1,24.63,-0.080283794
79915,2014,27.12,1,27.12,0.101096224
79915,2015,32.56,1,32.56,0.200589971
79915,2016,40.5,1,40.5,0.243857494
79915,2017,31.53,1,31.53,-0.221481481
80409,2006,18.07,1,18.07,
80409,2007,13.49,1,13.49,-0.253458771
80409,2008,8,1,8,-0.406968125
16525,2016,10.82,1,10.82,
16525,2017,24.6,1,24.6,1.273567468
16525,2018,16.3,1,16.3,-0.337398374
16525,2019,33.27,1,33.27,1.041104294
16525,2020,30.145,1,30.145,-0.093928464
16525,2021,46.03,1,46.03,0.52695306
81133,2006,20.01,1,20.01,
81133,2007,22.25,1,22.25,0.111944028
81133,2008,7.6,1,7.6,-0.658426966
81133,2009,16.82,1,16.82,1.213157895
81133,2010,24.89,1,24.89,0.479785969
81133,2011,17.88,1,17.88,-0.281639213
81133,2012,11.38,1,11.38,-0.363534676
81133,2013,17.24,1,17.24,0.514938489
81133,2014,19.35,1,19.35,0.122389791
81133,2015,16.07,1,16.07,-0.169509044
81133,2016,18.17,1,18.17,0.130678283
81133,2017,36.63,1,36.63,1.015960374
81133,2018,15.56,1,15.56,-0.575211575
81133,2019,11.35,1,11.35,-0.270565553
81133,2020,6.56,1,6.56,-0.422026432
79841,2006,28.93,1,28.93,
79841,2007,31.17,1,31.17,0.077428275
79841,2008,24.27,1,24.27,-0.221366699
79841,2009,25.03,1,25.03,0.03131438
79841,2010,28.38,1,28.38,0.133839393
79841,2011,32.05,1,32.05,0.12931642
79841,2012,35.01,1,35.01,0.092355694
79841,2013,43.91,1,43.91,0.254213082
79841,2014,50.37,1,50.37,0.147119107
79841,2015,43.01,1,43.01,-0.146118721
79841,2016,47.38,1,47.38,0.101604278
79841,2017,57.44,1,57.44,0.212325876
79841,2018,54.85,1,54.85,-0.045090529
79841,2019,69.95,1,69.95,0.275296263
79841,2020,76.84,1,76.84,0.098498928
79841,2021,121.09,1,121.09,0.575871942
16626,2017,29.0791,1,29.0791,
16626,2018,18.75,1,18.75,-0.355207004
16626,2019,15.5,1,15.5,-0.173333333
16626,2020,12.2,1,12.2,-0.212903226
79914,2006,14.8,1,14.8,
79914,2007,13.66,1,13.66,-0.077027027
79914,2008,10.21,1,10.21,-0.252562225
79914,2009,13.67,1,13.67,0.338883448
79914,2010,14.03,1,14.03,0.02633504
79914,2011,13.3,1,13.3,-0.052031361
79914,2012,15.94,1,15.94,0.198496241
79914,2013,13.16,1,13.16,-0.174404015
79914,2014,15.62,1,15.62,0.186930091
79914,2015,17.3272,1,17.3272,0.109295775
79914,2016,15.78,1,15.78,-0.089293134
79914,2017,15.19,1,15.19,-0.0373891
79914,2018,12.17,1,12.17,-0.19881501
79914,2019,13.67,1,13.67,0.123253903
79914,2020,14.8,1,14.8,0.082662765
80223,2006,28.21,1,28.21,
80223,2007,27.08,1,27.08,-0.040056717
80223,2008,6.84,1,6.84,-0.747415066
80223,2009,5.77,1,5.77,-0.156432749
80223,2010,6.55,1,6.55,0.135181976
80223,2011,7.94,1,7.94,0.21221374
80223,2012,9.01,1,9.01,0.134760705
80223,2013,12.62,1,12.62,0.400665927
80223,2014,13.47,1,13.47,0.067353407
80223,2015,11.34,1,11.34,-0.158129176
80223,2016,16.55,1,16.55,0.459435626
80223,2017,15.45,1,15.45,-0.066465257
80223,2018,10.57,1,10.57,-0.315857605
80223,2019,12.03,1,12.03,0.138126774
80223,2020,8.45,1,8.45,-0.29758936
79866,2006,31.75,1,31.75,
79866,2007,58.43,1,58.43,0.840314961
79866,2008,68.41,1,68.41,0.17080267
79866,2009,54.01,1,54.01,-0.210495542
79866,2010,44.24,1,44.24,-0.180892427
79866,2011,45.54,1,45.54,0.029385172
79866,2012,27.62,1,27.62,-0.39350022
79866,2013,25.25,1,25.25,-0.085807386
79866,2014,27.69,1,27.69,0.096633663
79866,2015,17.31,1,17.31,-0.374864572
79866,2016,18.78,1,18.78,0.08492201
79866,2017,26.9,1,26.9,0.432374867
79866,2018,26.35,1,26.35,-0.020446097
79866,2019,22.14,1,22.14,-0.159772296
79866,2020,19.74,1,19.74,-0.108401084
79866,2021,47.31,1,47.31,1.396656535
79918,2006,6.37,1,6.37,
79918,2007,6.47,1,6.47,0.015698587
79918,2008,4.34,1,4.34,-0.329211747
79918,2009,5.82,1,5.82,0.341013825
79918,2010,6.27,1,6.27,0.077319588
79918,2011,5.78,1,5.78,-0.07814992
79918,2012,6.65,1,6.65,0.150519031
79918,2013,5.97,1,5.97,-0.102255639
79918,2014,5.79,1,5.79,-0.030150754
79918,2015,4.69,1,4.69,-0.189982729
79918,2016,5.05,1,5.05,0.076759062
79918,2017,5.13,1,5.13,0.015841584
79918,2018,4.76,1,4.76,-0.072124756
79918,2019,5.05,1,5.05,0.06092437
79918,2020,4.9,1,4.9,-0.02970297
79918,2021,5.19,1,5.19,0.059183673
79879,2006,2.53,0.125,0.31625,
79879,2007,13.43,1,13.43,41.46640316
79879,2008,11.36,1,11.36,-0.154132539
79879,2009,5.72,1,5.72,-0.496478873
79879,2010,9.84,1,9.84,0.72027972
79879,2011,16.66,1,16.66,0.693089431
79879,2012,11,1,11,-0.339735894
79879,2013,14.39,1,14.39,0.308181818
79879,2014,12.47,1,12.47,-0.13342599
79879,2015,11.58,1,11.58,-0.071371291
79879,2016,6.63,1,6.63,-0.42746114
79879,2017,10.53,1,10.53,0.588235294
79879,2018,10.24,1,10.24,-0.027540361
79879,2019,13.29,1,13.29,0.297851563
79879,2020,12.74,1,12.74,-0.0413845
79879,2021,17.66,1,17.66,0.386185243
79796,2006,30.16,1,30.16,
79796,2007,23.27,1,23.27,-0.228448276
79796,2008,16.48,1,16.48,-0.291792007
79796,2009,12.43,1,12.43,-0.245752427
79796,2010,13.91,1,13.91,0.119066774
79796,2011,8.49,1,8.49,-0.389647735
79796,2012,9.36,1,9.36,0.102473498
79796,2013,13.83,1,13.83,0.477564103
79796,2014,13.36,1,13.36,-0.033984093
79796,2015,15.85,1,15.85,0.186377246
79796,2016,18.65,1,18.65,0.176656151
79898,2006,11.75,1,11.75,
79898,2007,6.51,1,6.51,-0.445957447
79898,2008,3.15,1,3.15,-0.516129032
79898,2009,7.06,1,7.06,1.241269841
79898,2010,7,1,7,-0.008498584
79898,2011,8.26,1,8.26,0.18
79850,2006,9.07,0.125,1.13375,
79850,2007,2.48,0.125,0.31,-0.726571114
15285,2016,7.4887,1,7.4887,1.068701657
15285,2017,9.62,1,9.62,0.284602134
15285,2018,23,1,23,1.390852391
15285,2019,10.91,1,10.91,-0.525652174
15285,2020,24.97,1,24.97,1.28872594
79891,2006,18.55,1,18.55,
79891,2007,32.86,1,32.86,0.771428571
79891,2008,11.97,1,11.97,-0.635727328
79891,2009,18,1,18,0.503759398
79891,2010,21.8,1,21.8,0.211111111
79891,2011,16.35,1,16.35,-0.25
79891,2012,13.93,1,13.93,-0.148012232
79891,2013,12.08,1,12.08,-0.132806892
79891,2014,12,1,12,-0.006622517
79891,2015,9.77,1,9.77,-0.185833333
79891,2016,9.74,1,9.74,-0.003070624
79891,2017,12.94,1,12.94,0.328542094
79922,2006,23.6,1,23.6,
79922,2007,9.67,1,9.67,-0.590254237
79922,2008,2.03,1,2.03,-0.790072389
79922,2009,11.26,1,11.26,4.54679803
79922,2010,5.46,1,5.46,-0.515097691
79922,2011,3.24,1,3.24,-0.406593407
79923,2006,6.9,1,6.9,
79923,2007,10.4684,1,10.4684,0.51715942
79923,2008,1.44,1,1.44,-0.862443162
79923,2009,4.75,1,4.75,2.298611111
79923,2010,3.6301,1,3.6301,-0.235768421
79923,2011,2.1,1,2.1,-0.42150354
79923,2012,0.6738,1,0.6738,-0.679142857
79926,2006,12.75,1,12.75,
79926,2007,12.19,1,12.19,-0.043921569
79926,2008,9.21,1,9.21,-0.244462674
79926,2009,10.84,1,10.84,0.176981542
79926,2010,12.83,1,12.83,0.183579336
79926,2011,11.7,1,11.7,-0.088074825
79884,2006,17.27,1,17.27,
79884,2007,8.98,1,8.98,-0.480023162
79884,2008,4.24,1,4.24,-0.527839644
79884,2009,8.06,1,8.06,0.900943396
79884,2010,10.58,1,10.58,0.312655087
79884,2011,11.63,1,11.63,0.099243856
79884,2012,10.75,1,10.75,-0.07566638
79884,2013,14.23,1,14.23,0.32372093
79884,2014,12.92,1,12.92,-0.09205903
79884,2015,8.49,1,8.49,-0.342879257
79884,2016,10.47,1,10.47,0.233215548
79799,2006,30.53,1,30.53,
79799,2007,32.25,1,32.25,0.056338028
79799,2008,15.43,1,15.43,-0.521550388
79799,2009,18.62,1,18.62,0.206740117
79799,2010,19.94,1,19.94,0.070891515
79799,2011,20.03,1,20.03,0.004513541
79799,2012,20.88,1,20.88,0.042436345
79799,2013,30.21,1,30.21,0.44683908
16465,2018,8,1,8,-0.214916585
16465,2019,2.45,1,2.45,-0.69375
16465,2020,7.04,1,7.04,1.873469388
79847,2006,23.72,1,23.72,
79847,2007,30.55,1,30.55,0.287942664
79847,2008,29.83,1,29.83,-0.023567921
79847,2009,17.96,1,17.96,-0.397921555
79847,2010,21.95,1,21.95,0.222160356
79912,2006,5.96,1,5.96,
79912,2007,5.75,1,5.75,-0.035234899
79912,2008,3.7613,1,3.7613,-0.34586087
79912,2009,5.56,1,5.56,0.47821232
79912,2010,5.96,1,5.96,0.071942446
79912,2011,6.16,1,6.16,0.033557047
79859,2006,16.1,1,16.1,
79859,2007,17.58,1,17.58,0.091925466
79859,2008,11.96,1,11.96,-0.319681456
79859,2009,14.51,1,14.51,0.213210702
79859,2010,18.85,1,18.85,0.299104066
79859,2011,12.37,1,12.37,-0.343766578
79859,2012,13.1,1,13.1,0.059013743
79859,2013,16.85,1,16.85,0.286259542
79859,2014,16,1,16,-0.050445104
79859,2015,16.32,1,16.32,0.02
79859,2016,15.91,1,15.91,-0.025122549
79859,2017,13.02,1,13.02,-0.181646763
79859,2018,9.41,1,9.41,-0.277265745
79859,2019,12.02,1,12.02,0.277364506
79859,2020,10.55,1,10.55,-0.122296173
79859,2021,12.21,1,12.21,0.157345972
79895,2006,9.5,1.138,10.811,
79895,2007,7.58,1.138,8.62604,-0.202105263
79895,2008,3,1.138,3.414,-0.604221636
79895,2009,6.29,1,6.29,0.842413591
79895,2010,11.6,1,11.6,0.844197138
79895,2011,4.87,1,4.87,-0.580172414
79895,2012,5.03,1,5.03,0.032854209
79895,2013,6.96,1,6.96,0.383697813
79895,2014,13.79,1,13.79,0.981321839
79895,2015,19.08,1,19.08,0.383611313
79895,2016,17.43,1,17.43,-0.086477987
79895,2017,25.2,1,25.2,0.445783133
79895,2018,11.33,1,11.33,-0.550396825
79895,2019,5.57,1,5.57,-0.508384819
79895,2020,3.21,1,3.21,-0.423698384
79907,2006,10.4,1,10.4,
79907,2007,15.38,1,15.38,0.478846154
79907,2008,5.54,1,5.54,-0.639791938
79907,2009,8.4,1,8.4,0.516245487
79907,2010,11.25,1,11.25,0.339285714
79907,2011,12.41,1,12.41,0.103111111
79907,2012,9.65,1,9.65,-0.222401289
79907,2013,9.09,1,9.09,-0.058031088
79907,2014,8.23,1,8.23,-0.094609461
79907,2015,7.75,1,7.75,-0.058323208
79907,2016,7.89,1,7.89,0.018064516
79844,2006,31.85,1,31.85,
79844,2007,48,1,48,0.507064364
79844,2008,29.61,1,29.61,-0.383125
79844,2009,27.32,1,27.32,-0.077338737
79844,2010,25.37,1,25.37,-0.071376281
79844,2011,4.29,1,4.29,-0.830902641
79844,2012,3.26,1,3.26,-0.24009324
79844,2013,3.74,1,3.74,0.147239264
79844,2014,2.51,1,2.51,-0.328877005
77437,2016,6.1,0.0667,0.40687,10.72723591
77437,2017,1.02,0.0667,0.068034,-0.832786885
77437,2018,1.72,1,1.72,24.28147691
77437,2019,10.17,1,10.17,4.912790698
77437,2020,6.89,1,6.89,-0.322517207
79885,2006,16.44,1,16.44,
79885,2007,16.4,1,16.4,-0.00243309
79885,2008,15.9001,1,15.9001,-0.030481707
79885,2009,16.0001,1,16.0001,0.006289269
79885,2010,11,1,11,-0.312504297
79885,2011,9.3,1,9.3,-0.154545455
79885,2012,7.35,1,7.35,-0.209677419
79885,2013,11.4,1,11.4,0.551020408
79885,2014,10.88,1,10.88,-0.045614035
79885,2015,11.75,1,11.75,0.079963235
79885,2016,11.14,1,11.14,-0.051914894
79885,2017,16.0996,1,16.0996,0.445206463
79885,2018,16.55,1,16.55,0.02797585
79885,2019,17.5,1,17.5,0.057401813
79885,2020,13.2,1,13.2,-0.245714286
79885,2021,16.35,1,16.35,0.238636364
79797,2006,5.69,1,5.69,
79797,2007,6.5,1,6.5,0.142355009
79797,2008,3.62,1,3.62,-0.443076923
79797,2009,4,1,4,0.104972376
79797,2010,5.09,1,5.09,0.2725
79797,2011,5.37,1,5.37,0.055009823
79797,2012,5.3801,1,5.3801,0.001880819
79797,2013,13.59,1,13.59,1.525975354
79977,2006,12.44,1,12.44,
79977,2007,10.44,1,10.44,-0.160771704
79977,2008,2.12,1,2.12,-0.796934866
79977,2009,30.58,1,30.58,13.4245283
79977,2010,23.89,1,23.89,-0.218770438
79977,2011,7.39,1,7.39,-0.69066555
80019,2006,11.15,0.1,1.115,
80019,2007,15.82,0.1,1.582,0.418834081
80019,2008,2.47,0.1,0.247,-0.843868521
80019,2009,1.83,0.1,0.183,-0.259109312
80019,2010,0.459,0.1,0.0459,-0.749180328
80019,2011,0.86,0.1,0.086,0.873638344
80019,2012,2.03,0.1,0.203,1.360465116
80019,2013,4.55,0.1,0.455,1.24137931
80019,2014,0.9099,0.1,0.09099,-0.800021978
80019,2015,0.2325,0.1,0.02325,-0.744477415
