LPERMNO,fyear,prcc_f,ajex,adjust_prccf,prcc_pcchg
32651,2007,9.35,1,9.35,0.220626632
32651,2008,2.8,1,2.8,-0.700534759
32651,2009,6.18,1,6.18,1.207142857
32651,2010,11.26,1,11.26,0.822006472
32651,2011,5.23,1,5.23,-0.535523979
32651,2012,5.83,1,5.83,0.114722753
32651,2013,3.08,1,3.08,-0.471698113
32651,2014,2.79,1,2.79,-0.094155844
32651,2015,1.89,1,1.89,-0.322580645
32651,2016,5.24,1,5.24,1.772486772
32651,2017,3.97,1,3.97,-0.242366412
32651,2018,2.36,1,2.36,-0.405541562
32651,2019,3.39,1,3.39,0.436440678
32651,2020,6.48,1,6.48,0.911504425
32651,2021,5.22,1,5.22,-0.194444444
32678,2006,36.28,4.7684,172.997552,
85945,2006,36.28,4.7684,172.997552,
32678,2007,54.44,4.7684,259.591696,0.500551268
85945,2007,54.44,4.7684,259.591696,0.500551268
32678,2008,38.47,4.7684,183.440348,-0.293350478
85945,2008,38.47,4.7684,183.440348,-0.293350478
32678,2009,38.03,4.7684,181.342252,-0.011437484
85945,2009,38.03,4.7684,181.342252,-0.011437484
32678,2010,49.78,3.8147,189.895766,0.047167794
85945,2010,49.78,3.8147,189.895766,0.047167794
32678,2011,57.02,3.0518,174.013636,-0.083636041
85945,2011,57.02,3.0518,174.013636,-0.083636041
32678,2012,38.63,2.4414,94.311282,-0.458023611
85945,2012,38.63,2.4414,94.311282,-0.458023611
32678,2013,53.58,1.9531,104.647098,0.109592572
85945,2013,53.58,1.9531,104.647098,0.109592572
32678,2014,54.24,1.9531,105.936144,0.012318029
85945,2014,54.24,1.9531,105.936144,0.012318029
32678,2015,50.44,1.9531,98.514364,-0.070058997
85945,2015,50.44,1.9531,98.514364,-0.070058997
32678,2016,67.56,1.9531,131.951436,0.339413164
85945,2016,67.56,1.9531,131.951436,0.339413164
32678,2017,90.68,1.5625,141.6875,0.073785207
85945,2017,90.68,1.5625,141.6875,0.073785207
32678,2018,83.83,1,83.83,-0.408345831
85945,2018,83.83,1,83.83,-0.408345831
32678,2019,123.34,1,123.34,0.471310987
85945,2019,123.34,1,123.34,0.471310987
32678,2020,105.05,1,105.05,-0.148289282
85945,2020,105.05,1,105.05,-0.148289282
32678,2021,139.39,1,139.39,0.326891956
85945,2021,139.39,1,139.39,0.326891956
23077,2006,47.11,1,47.11,
23077,2007,47.03,1,47.03,-0.001698153
23077,2008,34.42,1,34.42,-0.268126728
23077,2009,46.87,1,46.87,0.361708309
23077,2010,51.23,1,51.23,0.093023256
23077,2011,53.31,1,53.31,0.04060121
23077,2012,72.42,1,72.42,0.35846933
15408,2015,72.76,1,72.76,
15408,2016,87.32,1,87.32,0.200109951
15408,2017,77.76,1,77.76,-0.109482364
15408,2018,43.04,1,43.04,-0.446502058
15408,2019,32.13,1,32.13,-0.25348513
15408,2020,34.66,1,34.66,0.078742608
15408,2021,35.9,1,35.9,0.035776111
41444,2006,6.49,1,6.49,
41452,2006,23.16,1,23.16,
41452,2007,15.79,1,15.79,-0.318221071
41452,2008,10.04,1,10.04,-0.364154528
41452,2009,24.17,1,24.17,1.407370518
41452,2010,27.93,1,27.93,0.15556475
41452,2011,32.5,1,32.5,0.163623344
41452,2012,37.08,1,37.08,0.140923077
41452,2013,65.31,1,65.31,0.761326861
41452,2014,76.62,1,76.62,0.173174093
41452,2015,95.36,1,95.36,0.24458366
41452,2016,97.7,1,97.7,0.024538591
41452,2017,90.05,1,90.05,-0.078300921
41452,2018,112.11,1,112.11,0.244975014
41452,2019,164.6,1,164.6,0.468200874
41452,2020,216.8,1,216.8,0.317132442
32707,2006,23.03,1,23.03,
32707,2007,32.83,1,32.83,0.425531915
32707,2008,43.19,1,43.19,0.315565032
32707,2009,39.53,1,39.53,-0.084741838
32707,2010,40.46,1,40.46,0.023526436
32707,2011,40.6,1,40.6,0.003460208
32707,2012,47.61,1,47.61,0.172660099
32707,2013,68.95,1,68.95,0.448225163
32707,2014,97.87,1,97.87,0.419434373
32707,2015,47.26,1,47.26,-0.51711454
32707,2016,67.3,1,67.3,0.424037241
32707,2017,52.11,1,52.11,-0.225705795
32707,2018,68.77,1,68.77,0.319708309
32707,2019,40.07,1,40.07,-0.417333139
32707,2020,14.65,1,14.65,-0.634389818
32707,2021,27.41,1,27.41,0.870989761
18016,2006,19.31,1,19.31,
18016,2007,19.35,1,19.35,0.002071466
41663,2006,10.73,1,10.73,
41663,2007,14.21,1,14.21,0.324324324
41663,2008,15.86,1,15.86,0.116115412
41663,2009,12.18,1,12.18,-0.232030265
41663,2010,15.48,1,15.48,0.270935961
16600,2006,49.8,1,49.8,
16600,2007,39.4,1,39.4,-0.208835341
16600,2008,34.74,1,34.74,-0.118274112
16600,2009,35.79,1,35.79,0.030224525
16600,2010,47.15,1,47.15,0.317407097
16600,2011,61.78,1,61.78,0.31028632
16600,2012,72.22,1,72.22,0.168986727
16600,2013,97.23,1,97.23,0.346302963
16600,2014,103.93,1,103.93,0.068908773
16600,2015,89.27,1,89.27,-0.14105648
16600,2016,103.43,1,103.43,0.158619917
16600,2017,113.51,1,113.51,0.097457217
16600,2018,107.18,1,107.18,-0.055766012
16600,2019,146.98,1,146.98,0.371337936
16600,2020,152.33,1,152.33,0.03639951
16600,2021,193.47,1,193.47,0.270071555
91575,2006,17.39,0.2,3.478,
91575,2007,15.89,0.2,3.178,-0.086256469
91575,2008,5.07,0.2,1.014,-0.680931403
91575,2009,11.92,0.2,2.384,1.351084813
91575,2010,14.49,0.2,2.898,0.215604027
91575,2011,11.72,0.2,2.344,-0.191166322
91575,2012,16.27,0.2,3.254,0.388225256
91575,2013,28.62,0.2,5.724,0.759065765
91575,2014,24.94,0.2,4.988,-0.128581412
91575,2015,14.23,0.2,2.846,-0.429430634
16086,2016,21.56,1,21.56,
16086,2017,22.1,1,22.1,0.025046382
16086,2018,13.65,1,13.65,-0.382352941
16086,2019,15.75,1,15.75,0.153846154
27828,2006,38.74,1,38.74,
27828,2007,51.68,1,51.68,0.334021683
27828,2008,38.28,1,38.28,-0.259287926
27828,2009,47.46,1,47.46,0.239811912
27828,2010,42.04,1,42.04,-0.114201433
27828,2011,26.61,1,26.61,-0.367031399
27828,2012,13.85,1,13.85,-0.479518978
27828,2013,24.37,1,24.37,0.759566787
27828,2014,35.88,1,35.88,0.472302011
27828,2015,26.96,1,26.96,-0.248606466
27828,2016,14.49,1,14.49,-0.462537092
27828,2017,21.55,1,21.55,0.487232574
27828,2018,24.14,1,24.14,0.120185615
27828,2019,17.37,1,17.37,-0.28044739
27828,2020,17.96,1,17.96,0.033966609
27828,2021,30.33,1,30.33,0.688752784
61567,2006,17.41,1,17.41,
61567,2007,24.28,1,24.28,0.394600804
61567,2008,7.39,1,7.39,-0.695634267
61567,2009,12.98,1,12.98,0.756427605
61567,2010,18.09,1,18.09,0.393682589
61567,2011,24.21,1,24.21,0.338308458
61567,2012,26.96,1,26.96,0.113589426
61567,2013,44.69,1,44.69,0.65764095
61567,2014,41.49,1,41.49,-0.071604386
61567,2015,46.45,1,46.45,0.119546879
61567,2016,51.44,1,51.44,0.107427341
61567,2017,61.85,1,61.85,0.202371695
61567,2018,57.34,1,57.34,-0.072918351
61567,2019,73.31,1,73.31,0.278514126
61567,2020,48.49,1,48.49,-0.33856227
61567,2021,51.8,1,51.8,0.068261497
52716,2006,56.98,1,56.98,
52716,2007,55.02,1,55.02,-0.034398034
52716,2008,30.31,1,30.31,-0.449109415
52716,2009,21.78,1,21.78,-0.281425272
52716,2010,35.89,1,35.89,0.647842057
52716,2011,30.02,1,30.02,-0.163555308
52716,2012,29.06,1,29.06,-0.031978681
52716,2013,35.83,1,35.83,0.232966277
52716,2014,41.43,1,41.43,0.156293609
52716,2015,51.99,1,51.99,0.254887762
52716,2016,61.98,1,61.98,0.192152337
52716,2017,74,1,74,0.193933527
52716,2018,94.4,1,94.4,0.275675676
52716,2019,105.23,1,105.23,0.114724576
52716,2020,83.51,1,83.51,-0.206405018
52716,2021,150,1,150,0.796192073
23309,2006,34.9,0.3333,11.63217,
14338,2013,22.25,0.3333,7.415925,
14338,2014,26.09,0.3333,8.695797,0.17258427
14338,2015,21.4,0.3333,7.13262,-0.179762361
14338,2016,27.2,0.3333,9.06576,0.271028037
14338,2017,79.86,1,79.86,7.808969132
14338,2018,71.8,1,71.8,-0.100926622
14338,2019,110.91,1,110.91,0.544707521
14338,2020,111.26,1,111.26,0.003155712
14338,2021,155.99,1,155.99,0.402031278
64231,2006,77.21,1,77.21,
64231,2007,59.5,1,59.5,-0.229374433
64231,2008,27.45,1,27.45,-0.538655462
64231,2009,37.19,1,37.19,0.354826958
64231,2010,51.63,1,51.63,0.388276418
64231,2011,64.69,1,64.69,0.252953709
64231,2012,58.073,1,58.073,-0.102287834
64231,2013,73.991,1,73.991,0.274103284
64231,2014,68.643,1,68.643,-0.072279061
64231,2015,46.853,1,46.853,-0.317439506
64231,2016,54.07,1,54.07,0.15403496
64231,2017,71.754,1,71.754,0.327057518
64231,2018,64.778,1,64.778,-0.097221061
64231,2019,58.228,1,58.228,-0.101114576
64231,2020,90.57,1,90.57,0.555437247
32803,2006,51.4,2,102.8,
32803,2007,50.89,2,101.78,-0.009922179
32803,2008,18.23,2,36.46,-0.64177638
32803,2009,25.63,2,51.26,0.405924301
32803,2010,40.77,2,81.54,0.590714007
32803,2011,23.4,1,23.4,-0.713024283
32803,2012,46.55,1,46.55,0.989316239
32803,2013,49.69,1,49.69,0.06745435
32803,2014,37.48,1,37.48,-0.245723486
32803,2015,39.89,1,39.89,0.064300961
32803,2016,32.76,1,32.76,-0.178741539
32803,2017,51.22,1,51.22,0.563492063
32803,2018,51.12,1,51.12,-0.001952362
32803,2019,50.71,1,50.71,-0.008020344
32803,2020,25.85,1,25.85,-0.490238612
32803,2021,32.78,1,32.78,0.268085106
42140,2006,33.14,1,33.14,
42140,2007,23.56,1,23.56,-0.289076645
42140,2008,7.68,1,7.68,-0.674023769
42140,2009,8.98,1,8.98,0.169270833
42140,2010,14.02,1,14.02,0.561247216
42140,2011,10.16,1,10.16,-0.27532097
42140,2012,15.83,1,15.83,0.558070866
42140,2013,25.99,1,25.99,0.64181933
42140,2014,22.25,1,22.25,-0.143901501
42140,2015,31.12,1,31.12,0.398651685
16001,2016,14.5,1,14.5,
16001,2017,32.73,1,32.73,1.257241379
66181,2006,40.74,1,40.74,
66181,2007,30.64,1,30.64,-0.247913598
66181,2008,21.53,1,21.53,-0.29732376
66181,2009,28.01,1,28.01,0.300975383
66181,2010,36.77,1,36.77,0.312745448
66181,2011,44.39,1,44.39,0.207234158
66181,2012,66.92,1,66.92,0.507546745
66181,2013,76.85,1,76.85,0.148386133
66181,2014,104.42,1,104.42,0.358750813
66181,2015,125.76,1,125.76,0.20436698
66181,2016,137.58,1,137.58,0.09398855
66181,2017,200.9,1,200.9,0.460241314
66181,2018,183.53,1,183.53,-0.086460926
66181,2019,228.1,1,228.1,0.242848581
66181,2020,270.82,1,270.82,0.187286278
66181,2021,366.98,1,366.98,0.355069788
42439,2006,44.41,1,44.41,
42439,2007,35.06,1,35.06,-0.210538167
42439,2008,15.84,1,15.84,-0.54820308
42439,2009,27.63,1,27.63,0.744318182
42439,2010,31.2,1,31.2,0.129207383
42439,2011,26.1,1,26.1,-0.163461538
42439,2012,30.06,1,30.06,0.151724138
42439,2013,38.83,1,38.83,0.291749834
42439,2014,51.06,1,51.06,0.314962658
42439,2015,36.06,1,36.06,-0.293772033
42439,2016,55.92,1,55.92,0.550748752
42439,2017,38.57,1,38.57,-0.310264664
42439,2018,35.43,1,35.43,-0.081410423
42439,2019,37.46,1,37.46,0.057296077
42439,2020,34.46,1,34.46,-0.080085424
42439,2021,42.05,1,42.05,0.220255369
59555,2006,34.87,1,34.87,
59555,2007,28.81,1,28.81,-0.173788357
59555,2008,23.7,1,23.7,-0.177368969
59555,2009,35.29,1,35.29,0.489029536
59555,2010,37.51,1,37.51,0.062907339
59555,2011,38.43,1,38.43,0.024526793
59555,2012,38.26,1,38.26,-0.004423627
59555,2013,35.34,1,35.34,-0.076319916
59555,2014,32.76,1,32.76,-0.073005093
59555,2015,27.34,1,27.34,-0.165445665
59555,2016,30.26,1,30.26,0.106803219
59555,2017,34.73,1,34.73,0.147719762
59555,2018,27.17,1,27.17,-0.21767924
59555,2019,22.46,1,22.46,-0.173352963
59555,2020,30.2,1,30.2,0.344612645
42455,2006,3.31,0.0667,0.220777,
42455,2007,1.72,0.0667,0.114724,-0.480362538
42455,2008,0.25,0.0667,0.016675,-0.854651163
42455,2009,1.04,0.0667,0.069368,3.16
42455,2010,0.7,0.0667,0.04669,-0.326923077
42455,2011,0.6,0.0667,0.04002,-0.142857143
42455,2012,0.397,0.0667,0.0264799,-0.338333333
42455,2013,0.53,0.0667,0.035351,0.335012594
42455,2014,0.515,0.0667,0.0343505,-0.028301887
42455,2015,0.0606,0.0667,0.00404202,-0.882330097
42455,2016,0.8261,1,0.8261,203.378009
32870,2006,36.11,4,144.44,
32870,2007,36.48,4,145.92,0.010246469
32870,2008,28.26,4,113.04,-0.225328947
32870,2009,36.46,4,145.84,0.290162774
32870,2010,45.92,4,183.68,0.259462425
32870,2011,29.47,2,58.94,-0.679115854
32870,2012,29.53,2,59.06,0.002035969
32870,2013,43.46,2,86.92,0.471723671
32870,2014,53.91,2,107.82,0.240450989
32870,2015,67.55,2,135.1,0.253014283
32870,2016,38.5,1,38.5,-0.715025907
32870,2017,31.16,1,31.16,-0.190649351
32870,2018,43.64,1,43.64,0.400513479
32870,2019,40.89,1,40.89,-0.063015582
32870,2020,48.69,1,48.69,0.190755686
32870,2021,42.32,1,42.32,-0.130827685
91207,2006,62.5,1,62.5,
91207,2007,44.03,1,44.03,-0.29552
91207,2008,17.9,1,17.9,-0.593459005
91207,2009,36.57,1,36.57,1.04301676
91207,2010,60.78,1,60.78,0.662018048
91207,2011,47.97,1,47.97,-0.210760118
91207,2012,57.36,1,57.36,0.195747342
91207,2013,79.45,1,79.45,0.385111576
91207,2014,81.07,1,81.07,0.020390183
91207,2015,69.28,1,69.28,-0.145429875
21792,2006,16.58,1,16.58,
21792,2007,17.13,1,17.13,0.033172497
21792,2008,12.62,1,12.62,-0.263280794
21792,2009,14.51,1,14.51,0.149762282
21792,2010,15.72,1,15.72,0.083390765
21792,2011,20.09,1,20.09,0.277989822
21792,2012,19.25,1,19.25,-0.041811847
21792,2013,23.18,1,23.18,0.204155844
21792,2014,23.43,1,23.43,0.01078516
21792,2015,18.36,1,18.36,-0.216389245
21792,2016,24.64,1,24.64,0.34204793
21792,2017,28.36,1,28.36,0.150974026
21792,2018,28.23,1,28.23,-0.004583921
21792,2019,27.27,1,27.27,-0.034006376
21792,2020,21.64,1,21.64,-0.206453979
21792,2021,27.91,1,27.91,0.28974122
65285,2006,30.85,0.04,1.234,
65285,2007,11.37,0.04,0.4548,-0.631442464
65285,2008,4.29,0.04,0.1716,-0.622691293
65285,2009,3.91,0.04,0.1564,-0.088578089
65285,2010,3.56,0.04,0.1424,-0.089514066
65285,2011,1.44,0.04,0.0576,-0.595505618
65285,2012,4.3,0.04,0.172,1.986111111
65285,2013,5.06,0.04,0.2024,0.176744186
65285,2014,3.76,0.04,0.1504,-0.256916996
65285,2015,2.06,0.04,0.0824,-0.45212766
65285,2016,1.56,0.04,0.0624,-0.242718447
65285,2017,2.42,0.04,0.0968,0.551282051
65285,2018,1.46,0.04,0.0584,-0.396694215
65285,2019,25.08,1,25.08,428.4520548
65285,2020,31.76,1,31.76,0.266347687
65285,2021,84.26,1,84.26,1.65302267
50585,2006,19.13,1,19.13,
86313,2006,19.13,1,19.13,
50585,2007,16.62,1,16.62,-0.131207527
86313,2007,16.62,1,16.62,-0.131207527
50585,2008,16.38,1,16.38,-0.014440433
86313,2008,16.38,1,16.38,-0.014440433
50585,2009,14.77,1,14.77,-0.098290598
86313,2009,14.77,1,14.77,-0.098290598
50585,2010,19.21,1,19.21,0.300609343
86313,2010,19.21,1,19.21,0.300609343
50585,2011,17.84,1,17.84,-0.071317022
86313,2011,17.84,1,17.84,-0.071317022
50585,2012,18.94,1,18.94,0.061659193
86313,2012,18.94,1,18.94,0.061659193
50585,2013,19.74,1,19.74,0.042238648
86313,2013,19.74,1,19.74,0.042238648
50585,2014,21.63,1,21.63,0.095744681
86313,2014,21.63,1,21.63,0.095744681
50585,2015,20.1,1,20.1,-0.07073509
86313,2015,20.1,1,20.1,-0.07073509
50585,2016,21.5,1,21.5,0.069651741
86313,2016,21.5,1,21.5,0.069651741
50585,2017,21.73,1,21.73,0.010697674
86313,2017,21.73,1,21.73,0.010697674
50585,2018,19.91,1,19.91,-0.083755177
86313,2018,19.91,1,19.91,-0.083755177
50585,2019,24.33,1,24.33,0.221998995
86313,2019,24.33,1,24.33,0.221998995
50585,2020,9.51,1,9.51,-0.609124538
86313,2020,9.51,1,9.51,-0.609124538
50585,2021,19.64,1,19.64,1.065194532
86313,2021,19.64,1,19.64,1.065194532
32942,2006,45.21,1,45.21,
32934,2006,45.21,1,45.21,
32942,2007,51.6,1,51.6,0.141340411
32934,2007,51.6,1,51.6,0.141340411
32942,2008,32.68,1,32.68,-0.366666667
32934,2008,32.68,1,32.68,-0.366666667
32942,2009,47.3,1,47.3,0.447368421
32934,2009,47.3,1,47.3,0.447368421
32942,2010,60.13,1,60.13,0.271247357
32934,2010,60.13,1,60.13,0.271247357
32942,2011,66.86,1,66.86,0.111924164
32934,2011,66.86,1,66.86,0.111924164
32942,2012,84.63,1,84.63,0.26577924
32934,2012,84.63,1,84.63,0.26577924
32942,2013,108.9,1,108.9,0.286777738
32934,2013,108.9,1,108.9,0.286777738
32942,2014,106.83,1,106.83,-0.019008264
32934,2014,106.83,1,106.83,-0.019008264
32942,2015,101.04,1,101.04,-0.054198259
32934,2015,101.04,1,101.04,-0.054198259
32942,2016,116.7,1,116.7,0.154988124
32934,2016,116.7,1,116.7,0.154988124
32942,2017,135.34,1,135.34,0.159725793
32934,2017,135.34,1,135.34,0.159725793
32942,2018,99.34,1,99.34,-0.265996749
32934,2018,99.34,1,99.34,-0.265996749
32942,2019,147.82,1,147.82,0.488020938
32934,2019,147.82,1,147.82,0.488020938
32942,2020,156.79,1,156.79,0.06068191
32934,2020,156.79,1,156.79,0.06068191
32942,2021,208.27,1,208.27,0.328337266
32934,2021,208.27,1,208.27,0.328337266
42877,2006,20.77,1,20.77,
42877,2007,27.55,1,27.55,0.326432354
42877,2008,26.27,1,26.27,-0.04646098
42877,2009,32.27,1,32.27,0.228397411
42877,2010,40.81,1,40.81,0.264642082
42877,2011,45.07,1,45.07,0.10438618
42877,2012,59.71,1,59.71,0.324828045
42877,2013,77.3,1,77.3,0.294590521
42877,2014,84.25,1,84.25,0.089909444
42877,2015,73.36,1,73.36,-0.12925816
42877,2016,97.07,1,97.07,0.323200654
42877,2017,114.98,1,114.98,0.184506027
42877,2018,93.04,1,93.04,-0.190815794
42877,2019,116.78,1,116.78,0.255159071
42877,2020,136.65,1,136.65,0.170148998
42877,2021,204.4,1,204.4,0.49579217
42906,2006,23.75,1,23.75,
42906,2007,14.76,1,14.76,-0.378526316
42906,2008,7.66,1,7.66,-0.48102981
42906,2009,3.65,1,3.65,-0.523498695
42906,2010,6.87,1,6.87,0.882191781
42906,2011,5.49,1,5.49,-0.200873362
42906,2012,6.39,1,6.39,0.163934426
42906,2013,9.65,1,9.65,0.510172144
42906,2014,10.52,1,10.52,0.09015544
42906,2015,11.06,1,11.06,0.051330798
42906,2016,13.22,1,13.22,0.195298373
42906,2017,14.56,1,14.56,0.101361573
42906,2018,11.92,1,11.92,-0.181318681
42906,2019,15.08,1,15.08,0.265100671
42906,2020,12.63,1,12.63,-0.162466844
42906,2021,15.42,1,15.42,0.220902613
42922,2006,26.06,1,26.06,
42922,2007,57.1,1,57.1,1.191097467
42922,2008,22.5,1,22.5,-0.605954466
42922,2009,15.9,1,15.9,-0.293333333
42922,2010,18.4,1,18.4,0.157232704
42922,2011,26.12,1,26.12,0.419565217
42922,2012,22.98,1,22.98,-0.120214395
42922,2013,24.49,1,24.49,0.065709312
42922,2014,38.53,1,38.53,0.573295223
42922,2015,26.87,1,26.87,-0.302621334
42922,2016,26.2,1,26.2,-0.024934872
42922,2017,44.75,1,44.75,0.708015267
42922,2018,40.74,1,40.74,-0.089608939
42922,2019,34.79,1,34.79,-0.14604811
42922,2020,29.84,1,29.84,-0.142282265
42922,2021,32.45,1,32.45,0.087466488
88795,2006,21.04,1,21.04,
88795,2007,24.6,1,24.6,0.169201521
88795,2008,11.58,1,11.58,-0.529268293
88795,2009,7.1,1,7.1,-0.386873921
88795,2010,3.47,1,3.47,-0.511267606
88795,2011,1.96,1,1.96,-0.435158501
88795,2012,1.75,1,1.75,-0.107142857
88795,2013,3.489,1,3.489,0.993714286
88795,2014,3.66,1,3.66,0.049011178
88795,2015,1.6,1,1.6,-0.56284153
87464,2006,5.29,1,5.29,
87464,2007,3.49,1,3.49,-0.34026465
87464,2008,0.45,1,0.45,-0.871060172
87464,2009,0.75,1,0.75,0.666666667
87464,2010,0.9485,1,0.9485,0.264666667
87464,2011,0.52,1,0.52,-0.451765946
87464,2012,1.6,1,1.6,2.076923077
87464,2013,3.86,1,3.86,1.4125
87464,2014,3.35,1,3.35,-0.132124352
87464,2015,3.8,1,3.8,0.134328358
87464,2016,6.61,1,6.61,0.739473684
87464,2017,6.65,1,6.65,0.006051437
87464,2018,1.8,1,1.8,-0.729323308
87464,2019,1.54,1,1.54,-0.144444444
87464,2020,3.67,1,3.67,1.383116883
87464,2021,11.07,1,11.07,2.016348774
38973,2006,20.98,1,20.98,
38973,2007,33.32,1,33.32,0.588179218
38973,2008,20.36,1,20.36,-0.388955582
38973,2009,29.26,1,29.26,0.437131631
64258,2006,6.62,1,6.62,
64258,2007,14.08,1,14.08,1.126888218
64258,2008,5.61,1,5.61,-0.6015625
64258,2009,4.67,1,4.67,-0.167557932
78892,2009,5.65,1,5.65,
78892,2010,5.26,1,5.26,-0.069026549
78892,2011,5.08,1,5.08,-0.034220532
78892,2012,6.78,1,6.78,0.334645669
78892,2013,3.67,1,3.67,-0.458702065
78892,2014,4.51,1,4.51,0.228882834
78892,2015,3.85,1,3.85,-0.146341463
78892,2016,4.77,1,4.77,0.238961039
78892,2017,4.93,1,4.93,0.033542977
78892,2018,5.27,1,5.27,0.068965517
78892,2019,6.91,1,6.91,0.311195446
78892,2020,8.65,1,8.65,0.251808973
89888,2006,10.08,1.9531,19.687248,
89888,2007,15.05,1.5625,23.515625,0.194459734
89888,2008,17.11,1.25,21.3875,-0.090498339
89888,2009,20.58,1.25,25.725,0.202805377
89888,2010,8.26,1,8.26,-0.678911565
89888,2011,4.25,1,4.25,-0.485472155
89888,2012,3.98,1,3.98,-0.063529412
89888,2013,2.41,1,2.41,-0.394472362
43290,2006,7.75,1,7.75,
43290,2007,11.03,1,11.03,0.423225806
43290,2008,6.84,1,6.84,-0.379873073
43290,2009,5.77,1,5.77,-0.156432749
89735,2006,6.65,0.2,1.33,
89735,2007,1.51,0.2,0.302,-0.772932331
16837,2017,7.97,0.2,1.594,
16837,2018,5.73,0.2,1.146,-0.281053952
16837,2019,4.77,0.2,0.954,-0.167539267
12570,2006,56.82,0.5,28.41,
12570,2007,66.04,0.5,33.02,0.162266807
12570,2008,45.99,0.5,22.995,-0.303603876
12570,2009,49.74,0.5,24.87,0.081539465
12570,2010,52.11,0.5,26.055,0.047647768
12570,2011,19.33,1,19.33,-0.258107849
12570,2012,23.46,1,23.46,0.213657527
12570,2013,43.42,1,43.42,0.850809889
12570,2014,40.46,1,40.46,-0.06817135
12570,2015,36.32,1,36.32,-0.102323282
12570,2016,38.57,1,38.57,0.061949339
12570,2017,53.37,1,53.37,0.383717915
12570,2018,48.27,1,48.27,-0.095559303
12570,2019,73.91,1,73.91,0.531178786
12570,2020,77.02,1,77.02,0.042078203
12570,2021,102.19,1,102.19,0.326798234
80210,2006,41.05,1.5,61.575,
80210,2007,47.24,1.5,70.86,0.150791717
80210,2008,31.35,1.5,47.025,-0.336367485
80210,2009,42.16,1.5,63.24,0.344816587
80210,2010,52.52,1.5,78.78,0.24573055
80210,2011,44.63,1,44.63,-0.433485656
80210,2012,51.83,1,51.83,0.161326462
80210,2013,42.1,1,42.1,-0.187729114
80210,2014,27.94,1,27.94,-0.336342043
80210,2015,22.2,1,22.2,-0.205440229
80210,2016,26.6,1,26.6,0.198198198
80210,2017,31.63,1,31.63,0.189097744
80210,2018,27.69,1,27.69,-0.124565286
80210,2019,32.76,1,32.76,0.183098592
80210,2020,29.38,1,29.38,-0.103174603
21928,2006,38.65,1,38.65,
21928,2007,35.22,1,35.22,-0.088745149
21928,2008,29.45,1,29.45,-0.163827371
21928,2009,31.95,1,31.95,0.084889643
21928,2010,36.98,1,36.98,0.15743349
21928,2011,42.41,1,42.41,0.146836128
21928,2012,43.35,1,43.35,0.022164584
21928,2013,51.84,1,51.84,0.195847751
21928,2014,66.19,1,66.19,0.276813272
21928,2015,68,1,68,0.02734552
21928,2016,80.55,1,80.55,0.184558824
21928,2017,91.36,1,91.36,0.134202359
21928,2018,93.06,1,93.06,0.018607706
21928,2019,106.8,1,106.8,0.14764668
21928,2020,96.03,1,96.03,-0.100842697
21928,2021,113.31,1,113.31,0.179943768
56573,2006,46.19,1,46.19,
56573,2007,53.54,1,53.54,0.159125352
56573,2008,35.05,1,35.05,-0.345349272
56573,2009,47.99,1,47.99,0.369186876
56573,2010,53.4,1,53.4,0.112731819
56573,2011,46.71,1,46.71,-0.125280899
56573,2012,60.81,1,60.81,0.301862556
56573,2013,84.08,1,84.08,0.382667324
56573,2014,94.7,1,94.7,0.126308278
56573,2015,92.68,1,92.68,-0.021330517
56573,2016,122.46,1,122.46,0.321320673
56573,2017,166.85,1,166.85,0.36248571
56573,2018,126.69,1,126.69,-0.240695235
56573,2019,179.63,1,179.63,0.417870392
56573,2020,203.88,1,203.88,0.134999722
56573,2021,246.8,1,246.8,0.21051599
43634,2006,1.1601,0.1,0.11601,
43634,2007,1.41,0.1,0.141,0.215412464
43634,2008,0.4801,0.1,0.04801,-0.659503546
43634,2009,0.78,0.1,0.078,0.624661529
43634,2010,1.68,0.1,0.168,1.153846154
43634,2011,1.15,0.1,0.115,-0.31547619
43634,2012,1.04,0.1,0.104,-0.095652174
43634,2013,3.05,0.1,0.305,1.932692308
43634,2014,8.8,0.1,0.88,1.885245902
43634,2015,8.9,0.1,0.89,0.011363636
43634,2016,6.61,0.1,0.661,-0.257303371
43634,2017,3.63,0.1,0.363,-0.450832073
43634,2018,1.37,0.1,0.137,-0.622589532
43634,2019,0.4259,0.1,0.04259,-0.689124088
43634,2020,0.75,1,0.75,16.60976755
33072,2006,35.43,1,35.43,
57015,2006,8.12,1,8.12,
57015,2007,4.05,1,4.05,-0.501231527
57015,2008,0.35,1,0.35,-0.913580247
57015,2009,0.65,1,0.65,0.857142857
43757,2006,2.64,1,2.64,
43757,2007,4.15,1,4.15,0.571969697
43757,2008,2.13,1,2.13,-0.486746988
43757,2009,2.54,1,2.54,0.192488263
43757,2010,3.09,1,3.09,0.216535433
43757,2011,4.07,1,4.07,0.317152104
43757,2012,3.56,1,3.56,-0.125307125
43757,2013,5.44,1,5.44,0.528089888
43757,2014,3.65,1,3.65,-0.329044118
43757,2015,4.06,1,4.06,0.112328767
43757,2016,2.32,1,2.32,-0.428571429
43757,2017,8.83,1,8.83,2.806034483
43757,2018,23.67,1,23.67,1.680634202
43757,2019,21.16,1,21.16,-0.106041403
33099,2006,42.93,1,42.93,
33099,2007,54.62,1,54.62,0.27230375
33099,2008,40.99,1,40.99,-0.249542292
33099,2009,40.66,1,40.66,-0.008050744
