LPERMNO,year,adj_prccd
10138,2012,4.389417241894066
10138,2013,5.96615387708396
10138,2014,4.356061436163964
10138,2015,6.470951602397593
10138,2016,7.154367318580437
10138,2017,22.101425168524063
10138,2018,17.364615714529734
10138,2019,18.87744224423736
10138,2020,31.08290259314701
10138,2021,44.72301843649498
10143,2006,4.050824181914249
10143,2007,4.517668084434226
10143,2008,5.495197287529594
10143,2009,3.123656307589771
10143,2010,11.438443822988711
10145,2006,4.668054856835128
10145,2007,11.698245982785965
10145,2008,23.660816930975056
10145,2009,9.13664023037794
10145,2010,9.122601294685406
10145,2011,11.005425075743725
10145,2012,6.105431798419037
10145,2013,17.097468976732394
10145,2014,7.932201789244299
10145,2015,7.255527734691344
10145,2016,15.282252870988929
10145,2017,28.73098071963823
10145,2018,19.026003632596392
10145,2019,34.433258102075634
10145,2021,29.74787198534841
10147,2006,1.2404589378021984
10147,2007,3.0596668526146664
10147,2008,2.460961947964625
10147,2009,2.530537123163025
10147,2010,1.656337395693578
10147,2011,2.3536251472136764
10147,2012,1.9305383720306095
10147,2013,1.2272625921057163
10147,2014,1.9027670701083208
10147,2015,1.283058183394987
10147,2016,1.5989221667290197
10163,2006,1.524829401755882
10163,2007,1.6437625306457897
10163,2008,3.2829800237758926
10163,2009,0.4351344380411493
10163,2010,0.6929921535338437
10163,2011,0.4858751750148392
10163,2012,0.5503150949440325
10180,2006,0.7731299161059086
10180,2007,0.6906665476824804
10180,2008,1.796823404120731
10180,2009,0.4905307824301282
10180,2010,1.5526465837589607
10180,2011,1.875356977757224
10180,2012,1.4308795528413845
10180,2013,4.39491732483634
10180,2014,7.583779496806274
10180,2015,8.139804695379727
10180,2016,4.369708148427437
10180,2017,5.574831614108622
10180,2018,9.307100578914165
10180,2019,0.8161701994268358
10180,2020,0.5733206104603604
10182,2006,2.301729536449523
10182,2007,1.5174530842659395
10182,2008,6.581840071802566
10182,2009,9.330158932061517
10182,2010,2.7749363020344244
10182,2011,2.92507744553093
10182,2012,3.712485380889166
10182,2013,2.372274874270756
10182,2014,4.144904049325648
10182,2015,6.116837379470884
10182,2016,7.725963592969576
10182,2017,6.623240059040691
10182,2018,9.914929152485408
10182,2019,15.621421523064171
10182,2020,7.870328608259001
10201,2010,0.7457068065863399
10201,2011,0.7517226648672711
10201,2012,1.08253464155748
10201,2013,3.3350426090811176
10201,2014,0.8741053308267182
10201,2015,0.6494389176651548
10201,2016,0.4390583383555254
10201,2017,0.1440065357820459
10201,2018,0.1317196651691649
10201,2019,0.1796250137798853
10201,2020,0.2455901105431293
10201,2021,0.3826747800680259
10205,2006,0.6468181734614713
10205,2007,0.4148806726845873
10205,2008,3.33248959571175
10205,2009,1.7750300380254886
10205,2010,6.225599103122886
10207,2006,1.897824929990133
10207,2007,1.798674658285618
10207,2008,7.815442121386305
10207,2009,3.711295560835659
10207,2010,2.572181472524909
10207,2011,3.192169923758937
10207,2012,1.6836140276339222
10207,2013,2.0479975731717137
10207,2014,2.2884863124974864
10207,2015,3.265673196346536
10207,2016,4.81245605972587
10207,2017,2.45045256271838
10207,2018,3.809231002679008
10207,2019,3.1100858281517225
10207,2020,6.731109041778152
10207,2021,5.7956038667200485
10211,2006,3.462968351794061
10220,2010,1.2760706500828318
10220,2011,4.327815193411225
10220,2012,0.98927197865511
10220,2013,2.763771267639322
10220,2014,2.2182854238399674
10220,2015,4.823522689729548
10220,2016,5.197535164072254
10220,2017,9.659113212922884
10220,2018,11.896637223806351
10220,2019,8.74902866351349
10220,2020,8.03648633486036
10220,2021,8.08379101091686
10225,2006,15.56723099451814
10225,2007,10.73857538569733
10225,2008,48.336855495618586
10225,2009,25.78688428720429
10225,2010,27.62399681551417
10225,2011,14.281967432119094
10225,2012,17.96587499789886
10225,2013,16.066419644541014
10225,2014,27.763498238969163
10232,2006,2.8537197952627533
10232,2007,2.7767966748065582
10232,2008,3.005492937373157
10232,2009,3.910896422795818
10232,2010,1.0084641752190682
10232,2011,1.198209517129978
10232,2012,3.5656683024758684
10232,2013,3.2150588799407163
10232,2014,2.3616692447577545
10232,2015,1.288799568242991
10232,2016,3.322873250905596
10232,2017,1.2264446141736742
10232,2018,1.8542631436467656
10232,2019,3.9420403279997935
10232,2020,6.10083553146097
10232,2021,14.569635124387114
10238,2006,45.87882179452667
10238,2007,0.7541621292079534
10238,2008,0.4422044712414353
10239,2006,2.1518800724334124
10239,2007,2.4529189794035378
10239,2008,5.342128950381344
10239,2009,4.963808747589244
10239,2010,2.8195194914104658
10239,2011,1.90106327753866
10239,2012,2.518553693377401
10239,2013,3.825417699544246
10239,2014,1.8093490206945972
10239,2015,1.7015196791034493
10239,2016,3.2394788813319195
10239,2017,2.116339112482293
10239,2018,3.893793832946413
10239,2019,4.9435137359763175
10239,2020,3.090601504191385
10239,2021,12.522318094249636
10252,2006,2.9157481515406904
10252,2007,2.7969712264246
10252,2008,3.705566111110619
10252,2009,4.858598326613295
10252,2010,2.985438360778325
10252,2011,3.4998581115506986
10252,2012,2.1898102976585685
10252,2013,5.179255361883858
10252,2014,3.679194485322415
10252,2015,6.646007901975829
10252,2016,15.303376770875689
10252,2017,8.557793421167416
10252,2018,13.974042842778967
10252,2019,11.616029856002545
10252,2020,15.983711935000532
10252,2021,12.513757876933289
10257,2006,0.6452974491374251
10257,2007,0.6363867137364192
10257,2008,0.3468985693069753
10257,2009,0.4069989418226855
10257,2010,0.2248496860328017
10257,2011,0.6850174306188803
10257,2012,0.4504042913695827
10257,2013,0.2358914398744226
10257,2014,0.402750977943286
10257,2015,0.3909083845344049
10257,2016,0.949529743853316
10257,2017,0.5201946588054811
10257,2018,0.3973245753185211
10257,2019,0.8359266714106108
10257,2020,2.1431610248804533
10257,2021,2.222920943336442
10259,2006,4.831852383727735
10259,2007,13.837949715249442
10259,2008,10.987658244595188
10259,2009,2.0084512368830483
10259,2010,1.0566110277546237
10259,2011,2.739127381783174
10259,2012,0.5177538001737678
10259,2013,0.4232401538543968
10259,2014,0.5600607740012181
10259,2015,1.5858180898272254
10259,2016,0.7219597138568756
10259,2017,0.3051789038361164
10259,2018,0.9559994532096412
10259,2019,0.731500712676274
10259,2020,0.5869937780242496
10271,2006,0.8258284747464998
10271,2007,3.281218607633773
10271,2008,2.49510013079292
10290,2006,6.572026156997753
10290,2007,3.0990166960444854
10290,2008,4.112337966480984
10290,2009,3.6408951207989926
10290,2010,4.810698443035045
10290,2011,26.43297902966909
10290,2012,2.1955929770700653
10294,2006,1.271886168206165
10294,2007,3.4141157579780805
10294,2008,1.719661682309516
10294,2009,2.5393381136769158
10294,2010,3.6622113738140167
10294,2011,1.470631285032482
10294,2012,3.176928321965752
10294,2013,6.78191688266104
10294,2014,4.584067540715465
10294,2015,2.102557218394702
10294,2016,3.71321210923399
10294,2017,2.321169114772212
10294,2018,2.6721108043563726
10294,2019,4.619419987828407
10294,2020,13.330251658943524
10294,2021,12.14390412282785
10297,2006,1.3079827386193033
10297,2007,2.351254306205209
10297,2008,3.8474081252418704
10297,2009,3.203713646670815
10297,2010,2.770540195188778
10297,2011,1.9519588128384688
10297,2012,1.4675614098635472
10297,2013,2.6984440022170078
10297,2014,1.3847509682565164
10297,2015,1.4223554350316343
10297,2016,9.92808845966093
10297,2017,1.9936382389414145
10299,2006,2.335102553880061
10299,2007,2.6433626543781434
10299,2008,5.484698451847643
10299,2009,3.212299485498756
10299,2010,2.8920383839921504
10299,2011,2.8909646293979376
10299,2012,1.9596698738689893
10299,2013,3.5024787271145783
10299,2014,2.6466244729825177
10299,2015,3.520557270851384
10299,2016,12.034673161469096
10299,2017,1.7922616052634888
10302,2006,1.3807609161508452
10302,2007,6.016194240104067
10302,2008,5.006752450926464
10302,2009,8.261421433519265
10302,2010,8.624039236989876
10302,2011,8.809317456063889
10302,2012,10.947089039028002
10302,2013,4.241742606042392
10302,2014,5.391510736633653
10302,2015,9.323845491939531
10302,2016,7.687629752468239
10302,2017,7.283066510771731
10302,2018,8.437762872640901
10302,2019,21.732025333601158
10302,2020,7.643816852838829
10304,2006,2.210411813416602
10304,2007,6.2070596487487455
10304,2008,12.039210687928655
10304,2009,1.198575646395776
10304,2010,0.4999350898026393
10308,2006,4.566324080855787
10308,2007,4.910170775777688
10308,2008,8.17689002907237
10308,2009,6.788966030078802
10308,2010,4.163693238457096
10308,2011,3.219921323065385
10308,2012,3.478385015905157
10308,2013,8.830676271569983
10308,2014,6.035333619519846
10308,2015,7.814184812942937
10308,2016,28.996165295542507
10308,2017,12.914050163125909
10308,2018,13.126461257723417
10308,2019,13.22694229798999
10308,2020,27.81507832429209
10308,2021,12.312370745219075
10318,2006,0.9181804651436264
10318,2007,1.6834285154555082
10318,2008,1.7180971568706882
10318,2009,2.583414003221613
10318,2010,4.248081951441786
10318,2011,3.512485382349805
10318,2012,4.082500144902975
10318,2013,7.614650993734011
10318,2014,5.776004171436553
10318,2015,4.756197364387015
10318,2016,9.563136651002509
10318,2017,4.066982310271147
10318,2018,13.348463723810903
10318,2019,8.115942626021234
10318,2020,8.394641638057562
10318,2021,18.856952189499037
10324,2006,4.4565607651153485
10324,2007,5.142070090554675
10324,2008,5.321657800583177
10324,2009,6.54000091706582
10324,2010,9.428553320288382
10324,2011,1.9962004084060736
10333,2009,45.996840080945816
10333,2011,28.941200328595148
10333,2012,14.268379484560876
10333,2013,20.007716579359503
10333,2014,28.56474273741077
10333,2015,26.767111130915083
10333,2016,4.743186933876669
10333,2017,9.416446331016584
10333,2018,5.8055051437153296
10333,2019,4.017996824365139
10333,2020,6.3691042666888364
10333,2021,6.36421873531912
10353,2006,9.275006136114678
10353,2007,3.1190866141107847
10353,2008,4.911071259308328
10353,2009,4.369519872399292
10353,2010,1.973747566160585
10353,2015,3.9386641410552863
10353,2016,2.250961305975629
10353,2017,0.5600410934393474
10371,2006,3.452928740385948
10371,2007,2.1344680666680165
10371,2008,1.238181131148262
10371,2009,1.0747732916529342
10371,2010,0.0887418939678437
10375,2006,2.725191647089015
10375,2007,9.422084639319348
10375,2008,8.97804568110404
10375,2009,4.483810824381351
10375,2010,4.831812807004556
10375,2011,9.485830647960618
10375,2012,2.3439854770537725
10375,2013,3.514639829576649
10375,2014,2.0529350846269763
10375,2015,2.8021878055330283
10375,2016,8.792478105020958
10375,2017,6.620034496642506
10375,2018,8.767407246542986
10375,2019,4.5103249413602935
10382,2006,5.545473243899458
10382,2007,7.0567910911676055
10382,2008,5.210910795691327
10382,2009,2.494251133419071
10382,2010,2.548500084238161
10382,2011,2.552268455549508
10382,2012,3.2538142567476385
10382,2013,1.283227370684045
10382,2014,2.502202636013487
10382,2015,3.2284652578946367
10382,2016,10.083733723685258
10382,2017,7.071095391777847
10382,2018,10.76695501275464
10382,2019,4.637625928882335
10382,2020,9.383906836145917
10382,2021,7.923465888035178
10383,2006,0.4377387646643613
10383,2007,0.7282236178622818
10383,2008,0.0417546709279763
10395,2006,1.2643315623686653
10395,2007,2.280531094920744
10395,2008,2.001710420311118
10395,2009,1.8090507989797275
10395,2010,1.7788100029791694
10395,2011,1.6444896075060544
10395,2012,1.0263691130998165
10395,2013,1.3925138128000485
10395,2014,2.1014046102371884
10395,2015,2.123950333596426
10395,2016,4.656217931168512
10395,2017,2.7050740197613745
10395,2018,7.251092614274223
10395,2019,0.1207685751367561
10397,2006,1.0774050071171668
10397,2007,1.055665279050093
10397,2008,2.5455969275629817
10397,2009,2.840274531417682
10397,2010,1.9106352178916184
10397,2011,2.1056672262735003
10397,2012,1.758100127714216
10397,2013,1.181951308572589
10397,2014,3.1141784837057256
10397,2015,3.7265366887730393
10397,2016,3.122999988227457
10397,2017,7.343563467411008
10397,2018,4.776866417740042
10397,2019,6.359598816663661
10397,2020,7.494029866108764
10397,2021,4.284775225002158
10404,2006,4.7475745728194365
10404,2007,2.9863815124923763
10404,2008,2.170937489310377
10404,2009,2.1666790878091136
10404,2010,1.0414189046169775
10421,2006,2.330703496833605
10421,2007,1.7821618512145103
10421,2008,4.853960210955508
10421,2009,3.300791620145609
10421,2010,1.6343042258475962
10421,2011,2.238149702654093
10421,2012,2.7375184494226383
10421,2013,1.309645050980133
10421,2014,2.259177985775451
10421,2015,3.259610253748415
10421,2016,8.845067915327549
10421,2017,8.310363200902632
10421,2018,5.557526719840499
10421,2019,6.285015031114539
10421,2020,15.89117540801459
10421,2021,7.570179007416599
10443,2006,3.181490637450204
10443,2007,1.236773715662543
10443,2008,2.3514080053747834
10443,2009,3.679279388910812
10443,2010,2.605479810752576
10443,2011,3.263873504147881
10443,2012,2.318208039771813
10443,2013,4.60588035146099
10443,2014,2.236464151575821
10443,2015,2.289024930726886
10443,2016,3.2308704595862068
10443,2017,3.509993816232336
10443,2018,8.085742179167353
10443,2019,2.079419053558812
10443,2020,4.45328934122913
10443,2021,5.938400712566518
10488,2006,0.7050337715012207
10501,2006,3.754833272809278
10501,2007,7.619568384155628
10501,2008,3.141268861647376
10501,2009,3.270026509328039
10501,2010,2.9241958672468416
10501,2011,3.686308961228582
10501,2012,4.666575687061622
10501,2013,3.082122366650041
10501,2014,4.675363930145294
10501,2015,13.96074908179967
10501,2016,7.178215050434704
10501,2017,14.077595184484329
10501,2018,26.78840081603201
10501,2019,12.585535041172433
10501,2020,23.407260478953283
10501,2021,15.567929729807467
10507,2006,2.071377007065318
10507,2007,1.886539852250714
10507,2008,3.749606164567077
10507,2009,2.5181964076319296
10507,2010,2.1202189731159087
10507,2011,1.6462550687890936
10507,2012,1.0439761463643074
10507,2013,1.401140433928177
10507,2014,3.2202412475643274
10514,2006,21.15101694228836
10514,2007,18.13271403715636
10514,2008,33.12651523929117
10514,2009,11.424225474348948
10514,2010,8.752269330528211
10514,2011,8.15146239088396
10514,2012,22.074025186099018
10514,2013,22.73272943187855
10514,2014,10.46057886992587
10514,2015,8.543499461627901
10514,2016,9.237026248808066
10514,2017,22.63730253548812
10514,2018,16.491320269828094
10514,2019,7.775371468607925
10514,2020,8.203616797424758
10514,2021,17.982943923529223
10516,2006,5.813045522341684
10516,2007,3.388456310500332
10516,2008,11.93040413636981
10516,2009,2.8161858577042005
10516,2010,3.04468444583085
10516,2011,4.440001459287077
10516,2012,2.9239778367607068
10516,2013,5.828272208611501
10516,2014,6.183659796068087
10516,2015,6.60568695793248
10516,2016,6.701641029309047
10516,2017,2.487415197112692
10516,2018,5.383973073653638
10516,2019,3.4185029183660944
10516,2020,9.812994637212816
10516,2021,8.468876910396123
10517,2006,4.360783289143771
10517,2007,7.843125742690268
10517,2008,6.96569091070594
10517,2009,6.459027519303311
10517,2010,9.181686894419464
10517,2011,10.35911089809344
10517,2012,6.464292905573266
10517,2013,3.417568092234192
10517,2014,14.036575858253222
10517,2015,22.293623301539853
10517,2016,12.475857388813331
10517,2017,23.889606607925867
10517,2018,17.865427562498372
10517,2019,29.517487758489704
10517,2021,20.8467363174544
10530,2006,1.5289909344171144
10530,2007,7.77926649711108
10530,2008,5.334715742807691
10530,2009,4.066933218125764
10530,2010,3.567442181786921
10530,2011,4.871533822704811
10530,2012,1.913621632466913
10530,2013,3.0588198209548243
10530,2014,4.26160310650422
10530,2015,2.103914179083731
10530,2016,2.235037593491527
10530,2017,2.3783594175518794
10530,2018,3.2463773857937683
10530,2019,6.578093116783447
10530,2020,12.232879215079093
10530,2021,5.815290124572984
10550,2006,1.447355365338331
10550,2007,0.3848158687242543
10550,2008,1.2396621862887809
10550,2009,0.2770111151851486
10550,2010,0.2799369184087725
10550,2011,0.3330359374461741
10550,2012,0.2516433850288043
10550,2013,0.1733937723072315
10550,2014,0.2496098966560991
10550,2015,0.1817197948523231
10550,2016,1.0730778932604523
10550,2017,1.098695684062904
10550,2018,2.665860648447765
10550,2019,1.5249394538471053
10550,2020,8.666220380452163
10550,2021,3.893984496530884
10560,2006,1.1059009471147132
10560,2007,0.6714722351628809
10562,2006,2.1641068356206827
10562,2007,5.791387624231261
10562,2008,3.834907835356163
10562,2009,0.4484341610153795
10563,2006,4.4134269661985535
10563,2007,3.8916721403650327
10563,2008,7.130940594398044
10563,2009,1.9447521361126636
10563,2010,0.0133993583616331
10568,2006,0.3341666010344173
10568,2007,1.907162338818664
10568,2008,2.7644022628323768
10568,2009,0.4990144284134671
10568,2010,1.1870520085831129
10568,2011,1.1508702028513935
10574,2006,3.2711050135331585
10574,2007,1.944302306270126
10574,2008,0.8790851354060562
10586,2006,2.0539671864345466
10586,2007,1.9270513549197053
10586,2008,1.0946154911682278
10597,2006,0.8314348033606491
10597,2007,0.5296219113484628
10597,2008,0.5663103669410772
10597,2009,0.703041780344781
10597,2010,0.0123810331743588
10606,2006,6.3998376182981
10606,2007,7.477748816686787
10606,2008,4.625476688819583
10606,2009,9.109995213421875
10606,2010,4.307419257398467
10606,2011,7.402801251956085
10606,2012,5.679422011558359
10606,2013,10.478310546269736
10606,2014,5.871353382098576
10606,2015,4.804591653986634
10606,2016,12.824341818353917
10606,2017,8.669276507394544
10606,2018,9.46034701696199
10606,2019,17.117412549829503
10606,2020,29.190253314745405
10623,2006,2.8494375383004478
10623,2007,4.74605207171001
10629,2006,2.648985595727739
10629,2007,2.59735370160543
10629,2008,5.64636429780161
10629,2009,4.065150833841877
10629,2010,3.5306678594261185
10629,2011,3.2344050081015085
10629,2012,2.288258341159713
10629,2013,3.0869826847201303
10629,2014,2.3429327638733843
10629,2015,3.665291623663461
10629,2016,6.379854821407217
10629,2017,4.312938719436273
10629,2018,5.572164143185163
10629,2019,3.9551029853968815
10629,2020,10.2376870501977
10629,2021,5.629312487843726
10638,2006,1.7878963424116685
10638,2007,2.552837436836226
10638,2008,2.423781923210905
10638,2009,4.27922084893489
10638,2010,0.4007990478891027
10644,2006,0.1705500152599798
10644,2007,0.7483726791727973
10644,2008,0.9154918330835552
10644,2009,0.1879718771811791
10644,2010,0.1532438671483039
10644,2011,0.2010529681706903
10644,2012,0.1465372398103804
10644,2013,0.2795745094872708
10649,2006,1.5085537423723103
10649,2007,1.1772589596774006
10649,2008,1.6471708433456316
10649,2009,0.9096909087756708
10649,2010,0.9632005170774698
10649,2011,0.4366097683430985
10649,2012,0.3739111643762759
10649,2013,2.123092880065504
10649,2014,5.833504909579694
10649,2015,6.584467330357025
10649,2016,2.4605922916958014
10649,2017,4.06812245139757
10649,2018,6.042211500791046
10649,2019,2.90300506804727
10649,2020,5.080587766448803
10649,2021,18.175008789458545
10656,2006,1.0711861417013762
10656,2007,0.9662648289835146
10656,2008,1.8497808862643053
10656,2009,2.369379004247896
10656,2010,1.931052710307048
10656,2011,2.122337663029732
10656,2012,1.7428473541994935
10656,2013,8.118488769040155
10656,2014,4.066922241887354
10656,2015,7.138694764464303
10656,2016,4.511050702533424
10656,2017,6.454156175886961
10656,2018,6.454112943864109
10656,2019,0.9718666790157692
10657,2006,6.387744710974856
10657,2007,0.2102923148368305
10667,2006,7.980276483015667
10667,2007,5.157045262310703
10667,2008,29.20062605275954
10667,2009,23.186433520647505
10667,2010,11.161588093650712
10667,2011,8.55972028888497
10667,2012,8.751733825402033
10667,2013,4.94359525302661
10667,2014,2.751297109426156
10667,2015,4.97646788979122
10667,2016,1.6732093983172935
10682,2006,2.830861041969731
10682,2007,0.4194459626717242
10693,2006,2.0461927791005032
10693,2007,2.299461404459228
10693,2008,3.3535458459497987
10693,2009,3.461215800169329
10693,2010,1.1066344399675327
10693,2011,3.896893150554513
10693,2012,1.6957818038015438
10693,2013,4.3820222076309685
10693,2014,3.116460049457711
10693,2015,4.210348922978886
10693,2016,3.2140947104825224
10693,2017,3.319194789926071
10693,2018,10.736726626944096
10693,2019,4.319751675922018
10693,2020,8.733863251570652
10693,2021,9.0512832453204
10709,2006,0.7329068784987345
10709,2007,0.2398302744148373
10709,2008,1.083318503340568
10769,2006,2.1740925777137243
10769,2007,4.207786770769746
10769,2008,6.337198991511598
10769,2009,1.901758506834216
10769,2010,2.958903400401456
10769,2011,2.524984104181654
10769,2012,9.130943440435582
10777,2006,10.04661544424123
10777,2007,24.89259753597752
10777,2008,13.97745088273
10777,2009,22.12306161810534
10777,2010,14.34700059704405
10777,2011,25.13195376811875
10777,2012,8.630453605098673
10777,2013,21.636625807037586
10777,2014,18.28286242354488
10777,2015,16.32603550791498
10777,2017,35.49641121125291
10777,2018,31.63751855412962
10779,2006,1.62604700600633
10779,2007,0.7820970010152093
10779,2008,0.6600269566407119
10779,2009,1.158443880999291
10779,2010,0.8265803681564011
10779,2011,0.3474143435970538
10779,2012,0.2303638103696059
10779,2013,0.6487840291479524
10779,2014,0.8600952474160369
10779,2015,0.9864011495804385
10779,2016,0.6731648625633684
10779,2017,0.7368982633837757
10779,2018,0.255928036770905
10779,2019,0.5056526788126064
10779,2020,0.638046386264158
10779,2021,1.0738393245475233
10781,2006,0.8181385163686059
10781,2007,0.582666566294095
10781,2008,1.4004863612028946
10781,2009,1.4509183279683049
10781,2010,1.3121620879520248
10781,2011,1.1879567894480751
10781,2012,0.9835570202185152
10781,2013,2.676338317865257
10781,2014,0.3877972354220002
10781,2015,2.505035274118254
10781,2016,4.402077879085921
10781,2017,2.0795303156168403
10781,2018,3.277536483420118
10781,2019,1.2232423472376706
10781,2020,3.274607738203461
10781,2021,4.609772042447044
10785,2006,1.290855290503253
10785,2007,0.4463292469957847
10785,2008,0.6341162206285172
10785,2009,0.5859016611073332
10785,2010,0.0066421129367638
10812,2006,1.1177302594135572
10812,2007,1.0555303662651891
10812,2008,1.3312231096620168
10812,2009,0.9785764755562943
10812,2010,1.0032581536312082
10812,2011,1.7201163032286857
10812,2012,0.6339701787187095
10812,2013,2.112729832766934
10812,2014,2.662164743041451
10812,2015,3.4213630519028877
10812,2016,1.8905605393842115
10812,2017,1.8612387638575736
10812,2018,2.009331272141878
10812,2019,1.6589394011957723
10812,2020,1.6049548991459108
10812,2021,1.402803713596703
10822,2006,4.135693689618781
10822,2007,6.311049328657098
10822,2008,4.233480578833588
10822,2009,3.893893910759625
10822,2010,1.310900968973138
10822,2011,1.4562222061044396
10825,2006,0.8105275044425969
10825,2007,3.6206651414513567
10825,2008,5.8879994252171
10825,2009,1.0227855317786108
10825,2010,0.3204989011957712
10838,2006,12.000739740505638
10838,2007,27.5703901267121
10838,2008,24.19445314720477
10838,2009,18.431091068875872
10838,2010,10.311073738779802
10838,2011,13.827361188045488
10838,2012,8.308609486148887
10838,2013,5.4698993245404495
10838,2014,11.284474405701618
10838,2015,5.3601662717094
10838,2016,8.180092089758855
10838,2017,1.0155911632478296
10838,2018,0.5736176373278676
10838,2019,0.1981331515463414
10838,2020,0.2985768216573806
10838,2021,1.3992851672825513
10843,2006,4.123913219462649
10843,2007,3.348660085074449
10853,2006,1.7899761501660305
10853,2007,1.4041673623140185
10853,2008,1.8076020452077013
10853,2009,3.746224381889342
10853,2010,4.022748873219035
10853,2011,6.510524039201713
10853,2012,2.088980185575376
10853,2013,7.627711631410422
10853,2014,12.94589705156583
10853,2015,11.032540528802537
10853,2016,2.587313560847761
10860,2006,1.558392148977603
10860,2007,1.137866492199429
10860,2008,2.1964308403929524
10860,2009,0.8332272634870893
10860,2010,1.0756694373121063
10860,2011,1.3389786911560344
10860,2012,1.7519254270332558
10860,2013,1.2584938968653427
10860,2014,1.4445016249809868
10860,2015,1.860130882137842
10860,2016,1.22189358836628
10860,2017,5.469509378764457
10860,2018,3.0626783055529048
10860,2019,2.1282643959543903
10860,2020,4.300710474367776
10860,2021,1.8418115030709856
10866,2006,8.634446209150527
10866,2007,14.816797356232758
10866,2008,8.662379784221143
10866,2009,6.612428144037724
10866,2010,5.9255887416806345
10866,2011,6.297103232220707
10866,2012,9.494047208784783
10866,2013,10.264288959282988
10866,2014,7.028587535368907
10866,2015,4.744725825256936
